Variable_Code,Description,Min_Value,Max_Value,Unknown_Value,Data_Type,Allowed_Values,Source_File,Line,Field
JX(1),Year of operation (cols. 1-3) Year in the rotation when the operation occurs. 1 = operation occurs in 1st year of the rotation 2 = operation occurs in 2nd year of the rotation … Nth year (Range: 1 to 100),1,100,,real,,filename.OPC,3-n,1
JX(2),Month of operation (cols. 4-6) Month of the year when the operation occurs. (Range: 1 to 12),1,12,,real,,filename.OPC,3-n,2
JX(3),Day of operation (cols. 7-9) Day of the month when the operation occurs. (Range: 1 to 31),1,31,,real,,filename.OPC,3-n,3
JX(4),Equipment ID number used for the operation (cols. 10-14) Refers to the ID number that is given to each tillage operation or piece of equipment in TILLCOM.DAT file. (Range: 1 to 99999),1,99999,,real,,filename.OPC,3-n,4
JX(5),Tractor ID number used for the operation (cols. 15-19) Refers to the ID number given to each tractor in the TILLCOM.DAT file. It is used for economic purposes only and can be set to zero if economic analysis is not needed. (Range: 1 to 99999),1,99999,,real,,filename.OPC,3-n,5
JX(6),Crop ID number (cols. 20-24) Refers to the crop ID number given to each crop listed in CROPCOM.DAT file. (Range: 1 to 99999),1,99999,,real,,filename.OPC,3-n,6
JX(7),Different meanings depending on the type of operation set with JX(4) (cols. 25-29) Time from planting to maturity – XMTU (number of years). THIS APPLIES TO PLANTING OPERATION OF TREES ONLY. This refers to the time to reach complete maturity of the tree (full life of the tree). No potential heat units are entered for trees. Time from planting to harvest – LYR (number of years). FOR THE HARVEST OPERATION OF TREES ONLY (portion of full maturity). Pesticide ID number. FOR PESTICIDE APPLICATIONS ONLY. Refers to the ID number given to each pesticide in the PESTCOM.DAT file. Fertilizer ID number. FOR FERTILIZER APPLICATIONS ONLY. Refer to the ID number given to each fertilizer in the FERTCOM.DAT file,,,,Number,,filename.OPC,3-n,7
OPV1,Different meanings depending on the type of operation set with JX(4): Potential heat units – PHU ( °C). FOR PLANTING OPERATION ONLY. Total number of heat units (or growing degree days) needed to bring the plant from emergence to physiological maturity. Used in determining the growth curve. PHU is calculated using the base temperature of the crop.Application volume for irrigation (mm). FOR IRRIGATION OPERATION ONLY. It is the volume of water applied with the irrigation operation. Fertilizer application rate (kg ha-1) FOR FERTILIZATION ONLY. Amount of fertilizer applied with the fertilization. Set to zero for variable application rate (application rate will be estimated using PARM(28)).Pesticide application rate (g ha-1) FOR PESTICIDE APPLICATION ONLY. It is the amount of pesticide applied with the operation.Stocking rate for grazing (ha head-1) FOR START GRAZING ONLY. It is the number of hectares available to each grazer.,,,,real,,filename.OPC,3-n,8
OPV2,"Different meanings depending on the type of operation set with JX(4): Land use number – LUN. The land use number set previously will be overwritten if a positive value is provided here. Refer to table 10 for allowed values of land use number.Curve number – CN. A value of the SCS runoff curve number can be directly assigned if a negative value is provided here. Use the SCS hydrologic soil group-curve number table for reference.Pest control factor. FOR PESTICIDE APPLICATION ONLY. This is the fraction of pest population controlled by the pesticide application. It only applies to insects and diseases (not weeds). If the factor is set to 0.99, 99% of the pest will be killed by the pesticide.",,,,real,,filename.OPC,3-n,9
OPV3,"Automatic irrigation trigger: If OPV3 is  ‰  0, the automatic irrigation trigger set previously will be changed. Several options are offered:OPV3 = 0.0 The previous trigger remains active.OPV3 > 0 and < 1.0 Automatic irrigation based on plant water stress factor. The dimension (1 – BIR) equals the fraction of plant water stress allowed. Low values allow higher plant water stress before applying automatic irrigation.OPV3 = 1.0 Does not allow water stress. According to other rules set in the model, irrigation water is applied with the intent to eliminate water stress.OPV3 < 0.0 Plant available water deficit in root zone. Number is in mm and must be negative.OPV3 > 1.0 Soil water tension in top 200 mm of the soil profile. Absolute number is in kilopascals.OPV3 = -999.0 Sets water deficit high enough that only manual irrigations will occur. Effectively turns auto irrigation off.",,,,real,,filename.OPC,3-n,10
OPV4,Runoff / irrigation ratio (vol./vol.): It is the ratio between runoff volume and irrigation volume. Setting OPV4 greater than 0 will overwrite the value assigned to EFI in the EPIC control file (EPICCONT.DAT). The irrigation runoff ratio specifies the fraction of each irrigation application that is lost to runoff. Soluble nutrient loss through runoff applies. Changes in soil slope do not affect this amount dynamically.,,,,real,,filename.OPC,3-n,11
OPV5,"Plant population: FOR PLANTING OPERATION ONLY. Unit is plants m-2 or plants ha-1if crop is a tree (in EPIC plant list file IHC = 7, 8, or 10). EPIC does not simulate tillering. In crops such as wheat and sugarcane which produce higher numbers of yielding tillers compared to the number of seeds or shoots planted, the plant population must be estimated based on the final yield producing tiller number.",,,,real,,filename.OPC,3-n,12
OPV6,"Max annual nitrogen fertilizer applied to a crop (kg ha-1): FOR PLANTING OPERATION ONLY. If OPV6 is set > 0, its value replaces the value of FMX set in the EPICCONT.DAT. FMX set a limit on the amount of fertilizer that could be applied on an annual basis regardless of the number of crops grown within a year. This is especially important when automatically applying fertilizer.",,,,real,,filename.OPC,3-n,13
OPV7,"Time of operation as fraction of growing season: This is also referred to as heat unit scheduling. Heat unit scheduling can be used to schedule operations at a particular stage of growth. For example, irrigation could be scheduled at 0.25, 0.5, and 0.75 which might represent different stages of crop growth. In this case, irrigation would be applied at 25%, 50%, and 75% of the potential heat units set at planting.When setting up an operation using heat unit scheduling it is best to enter earliest possible month and day (JX2 and JX3) that the operation could occur on because, for the operation to occur, the date of the operation as well as the number of heat units scheduled must be met. This is recommended because of the process followed by APEX: first the program checks if the date of the operation has been met; then it checks if the fraction of heat units has been met. See table 11 for more details.Heat unit scheduling can also be used to adjust operations to the weather (temperatures) from year to year. If heat units are not scheduled (set to 0), operations will occur on the date set in the operation schedule and the operation will occur on the same date every year the crop is grown in the simulated rotation.Heat unit scheduling operations which occur from planting to harvest are based on the heat units set at planting. Operations which occur before planting are based on the total annual heat units which are calculated by the model.For some grain crops an in-field dry-down period is allowed. It is expressed as a fraction of the total heat units set at planting. In most cases the dry-down period is 10% to 15% of the total heat units. If a dry-down period is required, heat unit schedule the harvest operation to occur at 1.10, 1.15 or another appropriate fraction.In the case of forage harvesting, the forage is actually harvested well before the crop reaches full maturity. In this case heat unit schedule the forage harvest to 0.55 or another appropriate fraction.",,,,real,,filename.OPC,3-n,14
OPV8,"Minimum USLE C-Factor (cols. 86-93): It sets the minimum C factor value used in the estimation of soil erosion. If set to a value greater than zero, it will replace Minimum USLE C-Factor (cols. 86-93)It sets the minimum C factor value used in the estimation of soil erosion. If set to a value greater than zero, it will replace.",,,,real,,filename.OPC,3-n,15
OPV9,Moisture content of grain requested for harvest: It sets the fraction of the grain moisture content to allow harvest operation. Harvest will occur only when the grain moisture content is lower than OPV9.,,,,real,,filename.OPC,3-n,16
II,Monthly weather statistics file ID. Unique number to identify the monthly weather statistics file. This number is used in EPICRUN.DAT file to select the daily weather file used in each simulation (IWP1).,,,,integer,,WDLSTCOM.DAT,1-n,1
OPSCFILE,"Monthly weather statistics file name. Name of the monthly weather statistics file (including the extension of the file) or path + name of the management file (including the extension). When using the name of the monthly weather statistics file, the file must be in the same folder of the EPIC executable. When using the path + file name, no spaces can be included in the path.",,,,text,,WDLSTCOM.DAT,1-n,2
Y,"Latitude (decimal degrees). Latitude of the weather station where the weather data was recorded. If a value for IWP1 is not provided in the EPICRUN, the latitude of the weather stations is used to find the closest weather station considering the information provided in the site file (YLAT, XLOG, and ELEV). Latitudes in the Southern Hemisphere are in negative degrees and positive in the Northern Hemisphere. The automated identification of the weather station based on coordinates and elevation is affected by PARM(79). (Range: -90 to 90)",-90,90,,real,,WDLSTCOM.DAT,1-n,3
X,"Longitude (decimal degrees). Longitude of the weather station where the weather data was recorded. If a value for IWP1 is not provided in the EPICRUN, the longitude of the weather stations is used to find the closest weather station considering the information provided in the site file (YLAT, XLOG, and ELEV). The automated identification of the weather station based on coordinates and elevation is affected by PARM(79). (Range: -180 to 180)",-180,180,,real,,WDLSTCOM.DAT,1-n,4
ELEX,"Elevation (meters). Elevation of the weather station where the weather data was recorded. If a value for IWP1 is not provided in the EPICRUN, the elevation of the weather station is used to find the closest weather station considering the information provided in the site file (YLAT, XLOG, and ELEV). The automated identification of the weather station based on coordinates and elevation is affected by PARM(79). (Range: -200 to 8000)",-200,8000,,real,,WDLSTCOM.DAT,1-n,5
